date,Account,pnl
2024-09-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-09-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,396.06272
2024-09-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-09-11,0x8477e447846c758f5a675856001ea72298fd9cb5,102.90894
2024-09-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0
2024-09-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,768.430838
2024-09-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,483.662076
2024-09-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,311.290605
2024-09-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2350.499742
2024-09-12,0x513b8629fe877bb581bf244e326a047b249c4ff1,0.0
2024-09-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,0.01574
2024-09-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0
2024-09-12,0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,0.0
2024-09-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2397.068675
2024-10-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1517.091342
2024-10-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272
2024-10-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414
2024-10-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,2101.741695
2024-10-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-10-06,0x8477e447846c758f5a675856001ea72298fd9cb5,31.266804999999998
2024-10-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,11595.627026
2024-10-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,382.10788099999996
2024-10-08,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-10-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-10-09,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,-219.729659
2024-10-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-10-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-10-11,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0
2024-10-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,548.36595
2024-10-11,0x8477e447846c758f5a675856001ea72298fd9cb5,442.748384
2024-10-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2517.787385
2024-10-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,980.557461
2024-10-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,130.883691
2024-10-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0
2024-10-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,1474.670598
2024-10-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,3986.312514
2024-10-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3634.56814
2024-10-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0
2024-10-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,0.0
2024-10-12,0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,0.0
2024-10-12,0xbee1707d6b44d4d52bfe19e41f8a828645437aab,26600.990442
2024-11-01,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0
2024-11-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-164.08950099999998
2024-11-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,983.443176
2024-11-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495
2024-11-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164
2024-11-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,251.604742
2024-11-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0
2024-11-06,0x8477e447846c758f5a675856001ea72298fd9cb5,51.081143
2024-11-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,4269.550668
2024-11-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1876.812082
2024-11-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,847.7766200000001
2024-11-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0
2024-11-09,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-11-10,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0
2024-11-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,8885.327477
2024-11-11,0x083384f897ee0f19899168e3b1bec365f52a9012,0.0
